Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Element/div_Create a Group Chat_mx_ContextualMenu_b_ec9165""))",Chrome 97.0.4692.71,,,2022-01-17 13:41:06,2022-01-17 13:41:36,30.170s,PASSED
,,,,,,,
Test Cases/Create a new space/Create a public space with all correct information,Chrome 97.0.4692.71,,,2022-01-17 13:41:36,2022-01-17 13:49:52,8m - 16.594s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 13:41:36,2022-01-17 13:41:38,1.997s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 13:41:38,2022-01-17 13:41:40,1.665s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 13:41:40,2022-01-17 13:42:13,33.318s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 13:42:13,2022-01-17 13:43:13,1m - 0.297s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 13:43:13,2022-01-17 13:43:44,30.231s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 13:43:44,2022-01-17 13:44:14,30.143s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Reset all""))",Chrome 97.0.4692.71,,,2022-01-17 13:44:14,2022-01-17 13:44:19,5.078s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Proceed with reset""))",Chrome 97.0.4692.71,,,2022-01-17 13:44:19,2022-01-17 13:44:49,30.188s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 13:44:49,2022-01-17 13:45:19,30.207s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 13:45:19,2022-01-17 13:45:21,1.467s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Enable_mx_SpaceButton_icon""))",Chrome 97.0.4692.71,,,2022-01-17 13:45:21,2022-01-17 13:45:51,30.181s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_PublicOpen space for anyone, best for c_08629a""))",Chrome 97.0.4692.71,,,2022-01-17 13:45:51,2022-01-17 13:46:21,30.198s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Upload_spaceName""), ""Quang Huy space"")",Chrome 97.0.4692.71,,,2022-01-17 13:46:21,2022-01-17 13:47:21,1m - 0.306s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/textarea_Quang Huy space""), ""Quang Huy space"")",Chrome 97.0.4692.71,,,2022-01-17 13:47:21,2022-01-17 13:48:22,1m - 0.271s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create""))",Chrome 97.0.4692.71,,,2022-01-17 13:48:22,2022-01-17 13:48:52,30.177s,PASSED
"click(findTestObject(""Object Repository/Page_Element  Quang Huy space/div_Enable_mx_SpaceButton_icon""))",Chrome 97.0.4692.71,,,2022-01-17 13:48:52,2022-01-17 13:49:22,30.151s,PASSED
"click(findTestObject(""Object Repository/Page_Element/span_Q""))",Chrome 97.0.4692.71,,,2022-01-17 13:49:22,2022-01-17 13:49:52,30.389s,PASSED
,,,,,,,
Test Cases/Create a new space/Create a public space with an empty address,Chrome 97.0.4692.71,,,2022-01-17 13:49:52,2022-01-17 13:58:33,8m - 40.746s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 13:49:53,2022-01-17 13:49:55,1.995s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 13:49:55,2022-01-17 13:49:56,1.631s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 13:49:56,2022-01-17 13:50:29,32.378s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 13:50:29,2022-01-17 13:51:29,1m - 0.344s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 13:51:29,2022-01-17 13:51:59,30.242s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 13:51:59,2022-01-17 13:52:30,30.161s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Reset all""))",Chrome 97.0.4692.71,,,2022-01-17 13:52:30,2022-01-17 13:53:01,31.888s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Proceed with reset""))",Chrome 97.0.4692.71,,,2022-01-17 13:53:01,2022-01-17 13:53:32,30.161s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 13:53:32,2022-01-17 13:54:02,30.199s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 13:54:02,2022-01-17 13:54:32,30.161s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Enable_mx_SpaceButton_icon""))",Chrome 97.0.4692.71,,,2022-01-17 13:54:32,2022-01-17 13:55:02,30.204s,PASSED
"click(findTestObject(""Object Repository/Page_Element/h3_Public""))",Chrome 97.0.4692.71,,,2022-01-17 13:55:02,2022-01-17 13:55:32,30.213s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Upload_spaceName""), ""quanghuy123"")",Chrome 97.0.4692.71,,,2022-01-17 13:55:32,2022-01-17 13:56:33,1m - 0.319s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Your public spaceAdd some details to he_7d9a67""))",Chrome 97.0.4692.71,,,2022-01-17 13:56:33,2022-01-17 13:57:03,30.155s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input__mx_Field_5""), """")",Chrome 97.0.4692.71,,,2022-01-17 13:57:03,2022-01-17 13:58:03,1m - 0.242s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create""))",Chrome 97.0.4692.71,,,2022-01-17 13:58:03,2022-01-17 13:58:33,30.138s,PASSED
,,,,,,,
Test Cases/Create a new space/Create a public space with an existed address,Chrome 97.0.4692.71,,,2022-01-17 13:58:33,2022-01-17 14:05:44,7m - 10.838s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 13:58:34,2022-01-17 13:58:36,2.004s,PASSED
"navigateToUrl(""http://localhost:8080/"")",Chrome 97.0.4692.71,,,2022-01-17 13:58:36,2022-01-17 13:58:37,1.687s,PASSED
"click(findTestObject(""Object Repository/Page_Element/a_Sign In""))",Chrome 97.0.4692.71,,,2022-01-17 13:58:37,2022-01-17 13:59:08,30.597s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Sign in with_username""), ""quanghuyne"")",Chrome 97.0.4692.71,,,2022-01-17 13:59:08,2022-01-17 14:00:08,1m - 0.311s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Element/input_Username_password""), ""hk4lGgMz64DUYAH1jDReqA=="")",Chrome 97.0.4692.71,,,2022-01-17 14:00:08,2022-01-17 14:00:38,30.220s,PASSED
"click(findTestObject(""Object Repository/Page_Element/input_Forgot password_mx_Login_submit""))",Chrome 97.0.4692.71,,,2022-01-17 14:00:38,2022-01-17 14:01:09,30.201s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Reset all""))",Chrome 97.0.4692.71,,,2022-01-17 14:01:09,2022-01-17 14:01:13,4.094s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Proceed with reset""))",Chrome 97.0.4692.71,,,2022-01-17 14:01:13,2022-01-17 14:01:43,30.146s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 14:01:43,2022-01-17 14:02:13,30.221s,PASSED
"click(findTestObject(""Object Repository/Page_Element/button_Cancel""))",Chrome 97.0.4692.71,,,2022-01-17 14:02:13,2022-01-17 14:02:43,30.148s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Enable_mx_SpaceButton_icon""))",Chrome 97.0.4692.71,,,2022-01-17 14:02:43,2022-01-17 14:03:13,30.180s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_PublicOpen space for anyone, best for c_08629a""))",Chrome 97.0.4692.71,,,2022-01-17 14:03:13,2022-01-17 14:03:43,30.165s,PASSED
"setText(findTestObject(""Object Repository/Page_Element/input_Upload_spaceName""), ""Quang Huy space"")",Chrome 97.0.4692.71,,,2022-01-17 14:03:43,2022-01-17 14:04:44,1m - 0.284s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create""))",Chrome 97.0.4692.71,,,2022-01-17 14:04:44,2022-01-17 14:05:14,30.128s,PASSED
"click(findTestObject(""Object Repository/Page_Element/div_Create a Group Chat_mx_ContextualMenu_b_ec9165""))",Chrome 97.0.4692.71,,,2022-01-17 14:05:14,2022-01-17 14:05:44,30.149s,PASSED
